station_coordinates,station_type_voie,station_dep,line_separation
"[48.84921625121534, 2.3708534646657125]",VDSC,75,FR
"[48.863935569940246, 2.3343275387388944]",VSU1,75,FR
"[48.87097622525514, 2.3931789599884277]",VSU1,75,FR
"[48.853237690098496, 2.369985413005588]",VSU1,75,FR
"[48.84918879050771, 2.3574013978449453]",VSU1,75,FR
"[48.84317206653609, 2.3045322551976875]",VSU1,75,FR
"[48.84373720089745, 2.306467459655578]",VSU1,75,FR
"[48.84414739078171, 2.328936502030083]",VDS,75,FR
"[48.8863929515787, 2.349538647479049]",VDS,75,PR
"[48.88733147462584, 2.3257291697557965]",VSU1,75,FR
"[48.88665014596497, 2.2955905638694976]",VSU1,75,PR
"[48.87843304453577, 2.399388191911583]",VSU1,75,FR
"[48.82881718296605, 2.294083484874839]",VSU1,75,PR
"[48.89176002913848, 2.334198464587529]",VSU1,75,FR
"[48.8499716178643, 2.314734570409585]",VSU1,75,FR
"[48.847546463888314, 2.316077828265014]",VDS,75,PR
"[48.872331085097876, 2.404621916168537]",VSU1,75,PR
"[48.8663281735373, 2.417260630058439]",VSU2,93,PR
"[48.87588496954308, 2.423782805415569]",VSU2,93,PR
"[48.89883766669231, 2.54711871141354]",VSU1,93,PR
"[48.97450382331098, 2.514137624480179]",VDS,93,PR
"[48.914785234786706, 2.392152766502822]",VSU1,93,FR
"[48.90748914969099, 2.449051149740826]",VSU2,93,PR
"[48.89759922749498, 2.4621686241056904]",VDS,93,PR
"[48.89497920006646, 2.4785086002917183]",VSU1,93,FR
"[48.92972923019666, 2.359753360143778]",VDS,93,PR
"[48.907097600160576, 2.449053849955247]",VSU2,93,PR
"[48.92136215993853, 2.411261195187441]",VDS,93,PR
"[48.93176314455084, 2.391317759025599]",VSU1,93,PR
"[48.89634878711555, 2.460763469845338]",VDS,93,PR
"[48.86042666907671, 2.441147081995172]",VSU2,93,FR
"[48.91642767818121, 2.361937329708619]",VSU1,93,FR
"[48.87095810846569, 2.485477512835781]",VSU1,93,PR
"[48.94570253387924, 2.363626304914696]",VSU2,93,FR
"[48.969537500142124, 2.383643049936863]",VSU2,93,PR
"[48.97505552164184, 2.5139821277554955]",VDS,93,PR
"[48.89358649961164, 2.4017734428242]",VSU2,93,FR
"[48.973949021884586, 2.5138475679128724]",VDS,93,PR
"[48.86241517014613, 2.443242403275936]",VSU2,93,FR
"[48.93012354612336, 2.362122427479613]",VSU1,93,FR
"[48.91113553284124, 2.373201904881979]",VSU2,93,PR
"[48.91786861663171, 2.330874798091885]",VSU2,93,PR
"[48.9082945993449, 2.3579526433492553]",VSU1,93,FR
"[48.91507612229125, 2.4018642281332396]",VSU1,93,PR
"[48.8962078251426, 2.4008967566466755]",VSU1,93,FR
"[48.89325724513332, 2.413069160089045]",VSU1,93,FR
"[48.89592953976329, 2.4610843990984383]",VSU1,93,PR
"[48.90633014187041, 2.4696777048452594]",VSU1,93,PR
"[48.912319942238426, 2.5221518248946175]",VSU1,93,PR
"[48.93132665006878, 2.4288609212164403]",VSU1,93,FR
"[48.946286071984815, 2.366051585922378]",VSU1,93,FR
"[48.95230021304905, 2.4166570382338763]",VSU1,93,PR
"[48.95167947585517, 2.4166995019147794]",VSU1,93,PR
"[48.9522159231459, 2.4879761358401558]",VSU1,93,FR
"[48.865340980156525, 2.417305594159685]",VDS,93,PR
"[48.86514771095521, 2.4379357253240728]",VSU2,93,FR
"[48.858679360833904, 2.4374128707918894]",VSU2,93,PR
"[48.87325583897664, 2.483823139038608]",VSU1,93,PR
"[48.855023374769885, 2.5234381537949253]",VSU1,93,PR
"[48.91438458577029, 2.3816748673641186]",VDS,93,FR
"[48.893668585005635, 2.4159122591805824]",VSU1,93,FR
"[48.91045233748698, 2.5110654464628848]",VDS,93,FR
"[48.91159330479702, 2.5186705423239144]",VSU1,93,FR
"[48.931921746645735, 2.4273994121917237]",VSU1,93,PR
"[48.87602139679378, 2.3583824223721503]",VSU1,75,FR
"[48.86569763087949, 2.369701417294963]",VSU1,75,PR
"[48.85666392879212, 2.420080232463046]",VSU2,93,PR
"[48.85292163777858, 2.3695907603803077]",VDS,75,FR
"[49.017604142920035, 2.582632999027569]",VSU2,77,FR
"[48.78000072015862, 2.4598034563388222]",VSU1,94,PR
"[48.692880110065374, 2.5256252537774264]",VSU1,91,FR
"[48.63659489875522, 2.359978158762247]",VSU1,91,PR
"[48.51671903685772, 2.624946936920894]",VSU1,77,PR
"[48.41216013550455, 2.7095414756849245]",VSU1,77,FR
"[48.416877940076034, 2.727135824222813]",VSU1,77,FR
"[48.26085118437277, 2.7150043072578507]",VSU2,77,PR
"[48.43342090548261, 2.1551344439074223]",VDS,91,FR
"[48.65686909395282, 2.511829591099918]",VSU1,91,PR
"[48.88415025389231, 2.2498299851776684]",VSU1,92,PR
"[48.9739053457026, 1.6820288816463749]",VSU2,78,FR
"[48.986888778486545, 1.7037214836248011]",VSU2,78,FR
"[48.92552224214093, 2.3237984465556414]",VSU2,92,FR
"[48.924443287228286, 2.239086340768285]",VSU2,92,FR
"[48.91894158037236, 2.222561982978991]",VSU1,92,PR
"[48.80971412180898, 2.3595798859577943]",VSU1,94,FR
"[48.80827909347643, 2.4561324718805455]",VSU1,94,FR
"[48.951621879317486, 2.6021251334143893]",VSU1,77,PR
"[48.539317249346055, 2.664326578957305]",VDS,77,PR
"[48.87454886474811, 2.5849018669004704]",VSU1,77,PR
"[48.854254879164564, 2.774156654173889]",VSU1,77,PR
"[48.843721845425314, 2.6174294232707305]",VSU2,77,PR
"[48.87441162838527, 2.5842814896321986]",VSU1,77,PR
"[48.87443251324949, 2.5839630210608355]",VSU1,77,PR
"[48.52805093890617, 2.654639426059935]",VSU1,77,PR
"[48.87194081923004, 2.7871529921696645]",VSU1,77,FR
"[48.80007019855056, 2.061027792369608]",VSU1,78,PR
"[48.773714888710316, 2.046006602114819]",VDS,78,PR
"[48.771162244056505, 2.0551667787789683]",VDS,78,PR
"[48.74598197227396, 2.112036403058873]",VSU2,78,FR
"[48.83015104221151, 2.0000402874918146]",VSU2,78,PR
"[48.799658665306694, 2.1331809750820163]",VSU1,78,FR
"[48.80145701248461, 2.129181923589158]",VDS,78,FR
"[48.756010276604506, 2.07130758875688]",VDS,78,PR
"[48.745720710387786, 2.1141556917114115]",VSU2,78,FR
"[48.74588558056421, 2.1135916906877794]",VSU2,78,FR
"[48.80055617259677, 2.128648403441478]",VSU1,78,FR
"[48.985281324180285, 1.678116094140623]",VDS,78,PR
"[48.98690818355168, 1.6793942519517122]",VSU1,78,PR
"[48.76207105012501, 2.0722060501191484]",VDS,78,PR
"[48.98643199997348, 1.6754374998407964]",VDS,78,PR
"[48.75986903180803, 1.9676636907391665]",VSU1,78,PR
"[48.75464215494761, 2.0603598186008014]",VSU1,78,PR
"[48.79943290747469, 2.031672649685925]",VSU1,78,FR
"[49.039585782428276, 2.0158820725195876]",VSU1,95,PR
"[49.0580571619993, 2.097454090708163]",VSU2,95,FR
"[48.948339099376064, 2.254645192995083]",VSU2,95,FR
"[49.063954561355175, 2.094353156789327]",VSU1,95,PR
"[49.0461704152474, 2.092914878772205]",VDS,95,PR
"[49.037353586347436, 2.079339566402197]",VDS,95,PR
"[49.01618836273151, 2.2093487913559193]",VSU1,95,PR
"[49.05839380441114, 2.048130506307589]",VSU1,95,PR
"[48.94696197149118, 2.249481568666338]",VDS,95,FR
"[48.92616440179974, 2.2166430943591675]",VDS,95,PR
"[49.04707969995497, 2.0099873999985496]",VSU2,95,FR
"[49.03442972459622, 2.1317835718810842]",VDS,95,PR
"[49.04218945117439, 2.1367046436037347]",VSU1,95,PR
"[49.048556049958506, 2.0811973001653143]",VSU1,95,PR
"[49.04773681536197, 2.0810094630724794]",VSU1,95,PR
"[49.03822819859584, 2.077980293445095]",VDS,95,PR
"[49.03666133149199, 2.080308292443789]",VDS,95,PR
"[49.04981699974151, 2.0351302001486706]",VDS,95,PR
"[49.04483450019882, 2.090685949946674]",VDS,95,PR
"[49.04479595030964, 2.090644050082915]",VDS,95,PR
"[48.92441341713074, 2.217399219256495]",VDS,95,PR
"[48.96286388584671, 2.2858246241360227]",VSU1,95,PR
"[48.98949447662545, 2.3760265440398314]",VSU1,95,FR
"[49.03020724025863, 2.0700513482411784]",VDS,95,FR
"[49.036597003152046, 2.0851131565057734]",VDS,95,PR
"[49.039358729708376, 2.0762444670085927]",VSU1,95,PR
"[49.04123102422914, 2.0738318602521986]",VSU1,95,PR
"[48.99355060701158, 2.4511865386778595]",VDS,95,PR
"[48.99167468867259, 2.431870528352249]",VDS,95,PR
"[48.63120446568508, 2.428855828494929]",VDS,91,PR
"[48.63088809979227, 2.440616668894639]",VDS,91,PR
"[48.63150115009383, 2.4350922002948607]",VDS,91,PR
"[48.63196288581131, 2.4342418302707265]",VDS,91,PR
"[48.63563094979435, 2.4111711997411467]",VDS,91,PR
"[48.623555182506315, 2.4514939233262933]",VDS,91,PR
"[48.632574062446835, 2.4279919296421433]",VDS,91,PR
"[48.63455834997373, 2.4294447002127972]",VDS,91,PR
"[48.703261654442834, 2.1765390387599575]",VDS,91,PR
"[48.636804467817996, 2.4090111080594596]",VDS,91,PR
"[48.71861392159081, 2.2270253540615292]",VDS,91,PR
"[48.63669200007158, 2.408072949856802]",VDS,91,PR
"[48.62588694215765, 2.428247566177105]",VDS,91,PR
"[48.599781550326576, 2.435174777436762]",VSU1,91,PR
"[48.70801480022888, 2.2509629500801225]",VSU1,91,FR
"[48.69988528141417, 2.245291785230908]",VSU1,91,FR
"[48.715077596146685, 2.1960106652211993]",VDS,91,PR
"[48.724991856158624, 2.260179813659269]",VDS,91,PR
"[48.637141769011656, 2.4280541527044233]",VDS,91,PR
"[48.63473786737602, 2.4643611964921837]",VSU1,91,PR
"[48.71477573970122, 2.37245728773632]",VSU1,91,PR
"[48.71359660104103, 2.1912041100767454]",VDS,91,PR
"[48.58631390000221, 2.2458567496892945]",VDS,91,PR
"[48.714599950113644, 2.1772487500798263]",VDS,91,PR
"[48.71459643243365, 2.1839148514035367]",VDS,91,PR
"[48.65655811330009, 2.3390403346925996]",VSU1,91,PR
"[48.65208950751209, 2.388550081810508]",VDS,91,PR
"[48.58607176151083, 2.245706248456628]",VSU1,91,PR
"[48.612974820170066, 2.465755683088608]",VDS,91,PR
"[48.72950215306633, 2.1611336443100364]",VDS,91,PR
"[48.691548750010796, 2.376315800184101]",VSU1,91,PR
"[48.725128049805726, 2.260354350323069]",VDS,91,PR
"[48.62487739995785, 2.3605998497533283]",VDS,91,PR
"[48.58664351312197, 2.2461968302473303]",VSU1,91,PR
"[48.7228361043867, 2.2629084926020493]",VSU1,91,PR
"[48.69012939993785, 2.3862636500974177]",VSU1,91,PR
"[48.68687619889458, 2.433013382929261]",VSU1,91,PR
"[48.653121734763054, 2.376352546438064]",VDS,91,PR
"[48.632522990657165, 2.4300895211904194]",VDS,91,PR
"[48.724863250274836, 2.260018900052244]",VDS,91,PR
"[48.723496600024134, 2.2583021999366215]",VDS,91,PR
"[48.697318449972485, 2.2398755498667793]",VSU1,91,FR
"[48.730115985794384, 2.1485667631435073]",VSU1,91,PR
"[48.71691189980036, 2.397832950230536]",VDS,91,PR
"[48.718705806927844, 2.2548485583385793]",VSU1,91,FR
"[48.69644191944504, 2.237406687818434]",VSU1,91,FR
"[48.82081344640566, 2.269760782185487]",VSU2,92,FR
"[48.82590499544191, 2.248786450837339]",VSU1,92,FR
"[48.904403303890106, 2.2567840598460496]",VDS,92,FR
"[48.836390975193275, 2.2388745277576354]",VSU2,92,PR
"[48.81998564970425, 2.267967599774976]",VSU2,92,FR
"[48.83700912003298, 2.148023851054641]",VSU1,92,FR
"[48.89988174785746, 2.308970341458129]",VSU1,92,FR
"[48.81709293373781, 2.3070610807288356]",VDS,92,FR
"[48.89461084043847, 2.266372025803953]",VSU1,92,FR
"[48.83230171373471, 2.2532239936352205]",VSU1,92,FR
"[48.818179182855694, 2.325651081370922]",VSU1,92,FR
"[48.89199959079602, 2.28741129373562]",VSU1,92,FR
"[48.90387321378984, 2.2559587950638753]",VSU1,92,PR
"[48.90552281291483, 2.2566081737118435]",VSU1,92,PR
"[48.80605800169055, 2.2691877459465224]",VSU1,92,FR
"[48.824653204000796, 2.2723834063166475]",VSU2,92,PR
"[48.809913155944606, 2.1899910470872404]",VSU1,92,FR
"[48.89917113522218, 2.2620002151007084]",VSU1,92,FR
"[48.88893597191879, 2.2042603936456935]",VSU1,92,PR
"[48.88560366575637, 2.2198914119545803]",VSU1,92,FR
"[48.88060577010536, 2.18080779401212]",VSU1,92,PR
"[48.785014299656396, 2.237363550037854]",VSU1,92,PR
"[48.81459573617724, 2.3036344079807973]",VDS,92,FR
"[48.88543675014232, 2.258649250112853]",VSU1,92,PR
"[48.88534975017725, 2.258922199749775]",VSU1,92,PR
"[48.91091865001218, 2.3096205497486437]",VSU1,92,FR
"[48.91117789982668, 2.309095700006594]",VSU1,92,FR
"[48.88675660799017, 2.1739411703367364]",VSU1,92,FR
"[48.81670435001199, 2.325685150249541]",VDS,92,FR
"[48.82781436426235, 2.2673404853270482]",VDS,92,PR
"[48.828597663870035, 2.2248884522372046]",VSU1,92,PR
"[48.810651276072996, 2.272292864131481]",VSU1,92,FR
"[48.923394219613115, 2.2574655882902435]",VDS,92,FR
"[48.90251555028888, 2.306667549817605]",VSU1,92,FR
"[48.90185104977257, 2.3072336496632313]",VSU1,92,FR
"[48.92352431528915, 2.2595512362594246]",VDS,92,FR
"[48.82853663447637, 2.2654186891407604]",VDS,92,PR
"[48.82897444999717, 2.2642202498147115]",VDS,92,PR
"[48.81988979507797, 2.310370147076557]",VSU1,92,PR
"[48.901338054354284, 2.2177943245457516]",VDS,92,PR
"[48.80578200732004, 2.184370781286588]",VSU1,92,PR
"[48.90214801146456, 2.3045005586469065]",VSU1,92,FR
"[48.94223824684154, 2.3197092900814513]",VSU1,92,FR
"[48.76099047854772, 2.3997556785899152]",VDS,94,PR
"[48.75957046238288, 2.3711608229625942]",VDS,94,PR
"[48.756194426555126, 2.3872416945750285]",VDS,94,PR
"[48.80651038730421, 2.4714131378408775]",VDS,94,PR
"[48.81531310015572, 2.3922290501805876]",VDS,94,PR
"[48.844598896294535, 2.4383274899579908]",VSU1,94,FR
"[48.76492693687605, 2.3559339849017253]",VSU1,94,FR
"[48.752875800243835, 2.3324583621361317]",VDS,94,PR
"[48.768494193059595, 2.464374029120092]",VDS,94,PR
"[48.755312406974085, 2.321028520089864]",VSU2,94,PR
"[48.80614843039457, 2.533920457834057]",VSU1,94,PR
"[48.79935568294929, 2.466670078103267]",VDS,94,PR
"[48.835843502350734, 2.520116061928717]",VSU2,94,FR
"[48.81186214227785, 2.385154429435462]",VSU1,94,PR
"[48.83817835013707, 2.4938253497601286]",VDS,94,PR
"[48.75969600410656, 2.371783188432868]",VSU1,94,PR
"[48.79425270602075, 2.446535814755017]",VSU1,94,PR
"[48.77603215029967, 2.4426783001134984]",VDS,94,PR
"[48.74414182901833, 2.512241282609153]",VSU1,94,PR
"[48.80498593790185, 2.5851926351258614]",VSU1,94,PR
"[48.76745032891797, 2.485859161180406]",VDS,94,PR
"[48.77082910650296, 2.4400504864090213]",VSU1,94,PR
"[48.77025508168949, 2.4403686340190713]",VSU1,94,PR
"[48.81417244998483, 2.3898512498853104]",VDS,94,PR
"[48.80610907142046, 2.533155948125178]",VSU1,94,PR
"[48.80490071314827, 2.3448829782624885]",VDS,94,PR
"[48.81419864234987, 2.3611450954975237]",VSU1,94,PR
"[48.76411453505605, 2.4048935571891215]",VDS,94,PR
"[48.758263016243546, 2.3237571835028032]",VSU1,94,FR
"[48.795111680907816, 2.5144487485695883]",VSU2,94,PR
"[48.76921545016904, 2.4615810499255413]",VDS,94,PR
"[48.77647599990364, 2.4422746502050066]",VDS,94,PR
"[48.78143266143767, 2.4453070677739452]",VDS,94,PR
"[48.80629316920938, 2.4720183187981357]",VDS,94,PR
"[48.76569340016644, 2.4097436001870562]",VDS,94,PR
"[48.80604056980723, 2.472669474273989]",VDS,94,PR
"[48.79266513819565, 2.3900892998105023]",VSU1,94,PR
"[48.809519312913636, 2.544622124756006]",VSU1,94,PR
"[48.76452495015248, 2.4094247999645977]",VSU1,94,FR
"[48.75958089977483, 2.371805349837075]",VDS,94,PR
"[48.80224520061912, 2.4719144216933913]",VDS,94,PR
"[48.800782271111096, 2.402027472021742]",VDS,94,PR
"[48.7927533870766, 2.392134326040514]",VDS,94,PR
"[48.81250309613807, 2.5176627085907533]",VSU2,94,FR
"[48.74482975012897, 2.5113602999878974]",VSU1,94,PR
"[48.826168928071866, 2.3586120334108553]",VSU1,75,FR
"[48.870863953734556, 2.3468047393424984]",VSU1,75,FR
"[48.86255604995227, 2.3671016201837425]",VSU1,75,FR
"[48.843710230985415, 2.364624221826989]",VSU1,75,FR
"[48.864090872322144, 2.3708972845302916]",VSU1,75,FR
"[48.839549356106104, 2.396690464697028]",VDS,75,FR
"[48.835717252515785, 2.3060137350096617]",VSU2,75,FR
"[48.89335214962498, 2.3449477443618414]",VSU1,75,FR
"[48.884924947023464, 2.290471583126777]",VDS,75,FR
"[48.86300381305844, 2.3353939388928473]",VSU2,75,PR
"[48.87471031615401, 2.316890760005883]",VSU1,75,FR
"[48.83020716600415, 2.3413275352887837]",VSU1,75,FR
"[48.87548128159549, 2.3819990327203953]",VSU1,75,FR
"[48.875111371838656, 2.3518205203075278]",VSU1,75,FR
"[48.895562632079276, 2.3716692097270475]",VDS,75,FR
"[48.869925609363015, 2.3347454500635143]",VSU1,75,FR
"[48.880304450976034, 2.3608147598433504]",VSU1,75,FR
"[48.86450263540631, 2.4044783341651073]",VSU2,75,FR
"[48.83274149106326, 2.278735277061428]",VSU1,75,FR
"[48.87172171903586, 2.341645036484622]",VSU1,75,FR
"[48.855999848737106, 2.3669586950646235]",VSU1,75,FR
"[48.85213851015936, 2.3391997548499743]",VSU1,75,FR
"[48.85131151258224, 2.335525339354154]",VSU1,75,FR
"[48.85126379373355, 2.333332790813289]",VSU1,75,FR
"[48.87386945050691, 2.386672664966568]",VSU1,75,FR
"[48.85431185624353, 2.3448571638271005]",VDSC,75,FR
"[48.8512469946594, 2.3340272439083214]",VSU1,75,FR
"[48.84133171533626, 2.337493721136994]",VSU1,75,FR
"[48.885946750728365, 2.3316106100916434]",VSU1,75,FR
"[48.87719274474346, 2.300059874144602]",VSU1,75,FR
"[48.83825576821431, 2.2557155498958816]",VSU1,75,FR
"[48.885872223867956, 2.3820108046795765]",VDS,75,PR
"[48.841134648572776, 2.2658091112502494]",VSU1,75,FR
"[48.874982843759355, 2.3076134003377917]",VDS,75,FR
"[48.87568410077701, 2.3238815594364723]",VSU1,75,FR
"[48.82781816758096, 2.3308315741219268]",VSU1,75,FR
"[48.87600315325054, 2.338092459941368]",VSU2,75,FR
"[48.86026760799367, 2.341330361752233]",VSU2,75,FR
"[48.820353467644246, 2.3257052100585778]",VSU1,75,PR
"[48.888245490844525, 2.332304669761656]",VSU1,75,FR
"[48.84552940179676, 2.3672135198381166]",VDS,75,PR
"[48.87082582833331, 2.3333452011257028]",VSU1,75,FR
"[48.88128610882042, 2.3875270493920837]",VSU2,75,FR
"[48.881856284914065, 2.331769603904176]",VSU1,75,FR
"[48.8485206688173, 2.348858420758351]",VSU1,75,FR
"[48.865899076086805, 2.365053779375137]",VDS,75,FR
"[48.86485352889897, 2.3428510506035867]",VSU1,75,FR
"[48.874557690870446, 2.3416630053111445]",VSU1,75,FR
"[48.891923429033035, 2.3222334538776885]",VSU1,75,FR
"[48.884687348667015, 2.349498481634244]",VDS,75,PR
"[48.82159805094555, 2.3248876098753333]",VSU1,75,FR
"[48.82649790144327, 2.341591514586753]",VSU1,75,FR
"[48.89274250799428, 2.300432516093299]",VSU1,92,FR
"[48.88453000924655, 2.3380547546372337]",VSU2,75,FR
"[48.87647307524069, 2.296993165906669]",VSU1,75,FR
"[48.86501219763773, 2.2969935148400786]",VDS,75,FR
"[48.83441151602288, 2.35768447538001]",VSU1,75,FR
"[48.87732670070137, 2.3562820067952335]",VSU1,75,FR
"[48.82920764767979, 2.3015980195465855]",VSU1,75,FR
"[48.843865401015144, 2.270117698273514]",VSU1,75,FR
"[48.86320155882322, 2.3687151395483097]",VSU1,75,FR
"[48.84851234818172, 2.3711254874380696]",VSU1,75,PR
"[48.855879641856035, 2.304906513605153]",VSU2,75,FR
"[48.88592653081643, 2.3594553955828084]",VDS,75,FR
"[48.891414145138526, 2.359848981924588]",VSU1,75,FR
"[48.858083276775524, 2.343941914929253]",VSU1,75,PR
"[48.87798476270723, 2.396766255196955]",VSU1,75,FR
"[48.83108836191822, 2.3565503234754814]",VSU1,75,PR
"[48.87689341868339, 2.3925882730393786]",VSU1,75,FR
"[48.83422660725453, 2.3536428555216937]",VDS,75,FR
"[48.860282201248964, 2.333562764859777]",VSU1,75,PR
"[48.870948163273425, 2.356706774794005]",VSU1,75,PR
"[48.86913354164208, 2.355792809353638]",VSU1,75,PR
"[48.826247839218155, 2.3431143079770402]",VSU1,75,FR
"[48.833317439802755, 2.3075906266244886]",VSU1,75,FR
"[48.84428289175301, 2.2808901500903045]",VSU1,75,FR
"[48.84250289461258, 2.2858689670935255]",VSU1,75,FR
"[48.85723038489873, 2.37983373389499]",VSU1,75,FR
"[48.87970651389834, 2.3562888249411147]",VSU1,75,PR
"[48.824285836390516, 2.328035729854507]",VSU1,75,FR
"[48.873130403795656, 2.3146878603084877]",VSU1,75,PR
"[48.87503929013631, 2.3247944794682427]",VSU1,75,PR
"[48.873536059975855, 2.3276581167176236]",VDSC,75,FR
"[48.8735000587994, 2.3294143245043277]",VSU1,75,PR
"[48.87524925113843, 2.314584364526865]",VDS,75,FR
"[48.86849252928492, 2.310142150057313]",VSU2,75,FR
"[48.87010346520582, 2.3290880367144844]",VDS,75,FR
"[48.86273569148599, 2.3417481770346784]",VDS,75,FR
"[48.87447919164633, 2.301788673396715]",VSU1,75,FR
"[48.841412044337254, 2.266349497882523]",VSU1,75,FR
"[48.82957098227895, 2.377444627590395]",VDS,75,PR
"[48.84835544655654, 2.3732261425643846]",VSU1,75,PR
"[48.840949519502395, 2.3060884226341294]",VSU1,75,FR
"[48.84338023644891, 2.314055325970194]",VSU1,75,FR
"[48.865306099521966, 2.2998544637390723]",VDSC,75,FR
"[48.834501451267265, 2.3324798097954154]",VSU1,75,FR
"[48.833702251643885, 2.3319168144095093]",VSU1,75,FR
"[48.841996151187736, 2.3295794647205526]",VDS,75,PR
"[48.83996777326709, 2.336848374593008]",VDS,75,FR
"[48.88219620144425, 2.358588993410754]",VSU2,75,FR
"[48.89293758660582, 2.3161263856625274]",VSU2,75,FR
"[48.85137697086128, 2.2775248945720294]",VSU1,75,FR
"[48.88220033346467, 2.3387506627971515]",VDS,75,FR
"[48.89203385156742, 2.3012986147393226]",VDS,75,PR
"[48.875388236520706, 2.3252055546633583]",VSU1,75,FR
"[48.85726334106062, 2.368146139871717]",VDS,75,FR
"[48.85638134219777, 2.368357493130237]",VDS,75,FR
"[48.893076878388605, 2.3403301396515923]",VSU1,75,FR
"[48.845316754507564, 2.371393729590844]",VSU1,75,FR
"[48.86896096218207, 2.3558689075453665]",VSU1,75,FR
"[48.822981163529484, 2.3417806105064463]",VSU1,75,PR
"[48.85938604386267, 2.3329403226778602]",VDS,75,FR
"[48.88202160753285, 2.367337370060602]",VDS,75,FR
"[48.88335556102841, 2.3273434535415873]",VSU1,75,FR
"[48.86028991405274, 2.342858011985547]",VSU1,75,PR
"[48.857252774199935, 2.352653410819642]",VSU1,75,FR
"[48.86301983741875, 2.3345391822347867]",VSU1,75,PR
"[48.85830981346012, 2.3489610661989593]",VSU1,75,PR
"[48.85865295846043, 2.347899271254736]",VSU1,75,PR
"[48.88628948444433, 2.326134314254802]",VSU1,75,PR
"[48.899118064927286, 2.329503090005555]",VDS,75,PR
"[48.875210019458095, 2.313596213922168]",VDS,75,FR
"[48.822006263246614, 2.3727286864201185]",VSU1,75,FR
"[48.87677630124811, 2.3417532704952757]",VSU1,75,FR
"[48.85878150120168, 2.347516664612442]",VSU1,75,PR
"[48.84531300182259, 2.369282615072755]",VDSC,75,FR
"[48.830597718861505, 2.3764756784057894]",VSU1,75,FR
"[48.84000707144152, 2.3027748519468503]",VSU1,75,FR
"[48.83360906610267, 2.2897432692764093]",VSU1,75,FR
"[48.84055608573692, 2.2959763899507855]",VSU1,75,FR
"[48.89462536712539, 2.3593970542126756]",VSU1,75,FR
"[48.82316923491734, 2.32291459477219]",VSU1,75,FR
"[48.83957908661363, 2.397414515442203]",VDS,75,FR
"[48.856395940663454, 2.3498144383046298]",VSU1,75,FR
"[48.87521187534855, 2.3312988766019074]",VSU1,75,FR
"[48.84240080624045, 2.37608391682858]",VSU2,75,PR
"[48.869146526524574, 2.3684812758723264]",VSU1,75,FR
"[48.90028301895748, 2.34413308873856]",VDS,75,PR
"[48.86163957643196, 2.3276994780602758]",VSU1,75,FR
"[48.85639924148093, 2.3086598158925824]",VSU1,75,FR
"[48.88581450416971, 2.290435394950565]",VSU1,75,FR
"[48.885601656015034, 2.293130149176008]",VSU1,75,PR
"[48.88590595230165, 2.2921328487039565]",VDS,75,FR
"[48.89939698721674, 2.3441334206979105]",VSU1,75,PR
"[48.83749529638652, 2.318690905586316]",VSU1,75,FR
"[48.86933926490613, 2.392540282897458]",VSU2,75,FR
"[48.87719558580662, 2.407127670474018]",VDS,75,FR
"[48.81911570311346, 2.462412183575479]",VDS,94,FR
"[48.855534048783014, 2.307382461141089]",VSU1,75,FR
"[48.87321651433621, 2.3279992871297037]",VDSC,75,FR
"[48.86875725169419, 2.3101293221505483]",VSU2,75,FR
"[48.86975019141251, 2.298209518828755]",VDSC,75,FR
"[48.830204695171844, 2.3544422171321218]",VSU1,75,FR
"[48.820605693721994, 2.325618351721224]",VSU1,75,PR
"[48.89328340891217, 2.328568510163819]",VSU1,75,FR
"[48.869944251112685, 2.3281108596784748]",VDS,75,FR
"[48.856155309456454, 2.357306078506141]",VSU1,75,FR
"[48.8454215513678, 2.255167859821463]",VSU1,75,FR
"[48.85614425235071, 2.325636631705809]",VDSC,75,FR
"[48.85512378307693, 2.3281454160467465]",VSU1,75,PR
"[48.86056037752778, 2.3211025729464096]",VDSC,75,PR
"[48.81990740104199, 2.3442632097294034]",VSU2,75,FR
"[48.84456555159527, 2.3115324148890863]",VSU1,75,FR
"[48.843930101429365, 2.3731058648438355]",VDSC,75,FR
"[48.852122858148064, 2.3655218933904165]",VSU2,75,FR
"[48.850277139938775, 2.359465697785159]",VSU2,75,FR
"[48.858191351685896, 2.2884749649477385]",VSU1,75,FR
"[48.823621450905534, 2.3271835098111926]",VSU2,75,FR
"[48.875487700983015, 2.3258870597400403]",VSU1,75,FR
"[48.832757630937934, 2.3248359785741464]",VSU1,75,PR
"[48.86534410148548, 2.399825864522085]",VSU1,75,PR
"[48.831078687418724, 2.3776903190890604]",VSU1,75,FR
"[48.84259645135147, 2.3754763644427315]",VDSC,75,FR
"[48.875139198711594, 2.324428058141638]",VSU1,75,FR
"[48.82279972942263, 2.325595192978718]",VSU1,75,PR
"[48.848159458798186, 2.398044977895157]",VDS,75,FR
"[48.89830526750772, 2.3591295165835664]",VDS,75,PR
"[48.882071966394754, 2.3663555478643437]",VSU1,75,FR
"[48.899976851265066, 2.3711005630093807]",VSU1,75,FR
"[48.836505035388825, 2.352045384784843]",VDS,75,FR
"[48.87219485660795, 2.2964708219635397]",VDSC,75,FR
"[48.87561590068966, 2.342923459550064]",VSU1,75,FR
"[48.877627367152584, 2.3228521201717194]",VDS,75,FR
"[48.88588834758296, 2.289820659660052]",VSU1,75,FR
"[48.876831476074074, 2.2835092633437664]",VSU1,75,FR
