station_coordinates,station_type_voie,station_dep,line_separation
"[48.906599376689215, 2.4451795440131]",VSU1,93,PR
"[48.906643888730095, 2.44728854079349]",VSU1,93,PR
"[48.936028716579955, 2.349991286732811]",VDS,93,PR
"[48.88865951071426, 2.4036085519931296]",VSU2,93,FR
"[48.91862523715421, 2.3618279352913856]",VDS,93,FR
"[48.90823023228041, 2.3586862594145326]",VSU1,93,FR
"[48.91065536034843, 2.3335045263911245]",VSU1,93,FR
"[48.913635205898366, 2.3360036530259993]",VSU1,93,FR
"[48.906513108347006, 2.3892297757782153]",VSU1,93,PR
"[48.9041879498544, 2.473831031683245]",VSU1,93,PR
"[48.90750137060902, 2.454851551977037]",VSU1,93,FR
"[48.91818888858572, 2.4782202459931515]",VDS,93,FR
"[48.92844490929089, 2.383243382541364]",VSU1,93,FR
"[48.94956390566267, 2.3653450437240586]",VSU1,93,PR
"[48.958305792889604, 2.5472327278806053]",VDS,93,FR
"[48.94397347790611, 2.4963003616331116]",VSU1,93,PR
"[48.945037714626004, 2.567185320799721]",VSU1,93,PR
"[48.86851250970287, 2.415316724394]",VSU1,93,PR
"[48.86871142494962, 2.4275855766779277]",VSU1,93,FR
"[48.86700486493248, 2.445381856070618]",VSU1,93,FR
"[48.8611706684725, 2.440497129720545]",VSU2,93,PR
"[48.91647309548898, 2.380032130611524]",VDS,93,PR
"[48.89765807552105, 2.4373171709481145]",VDS,93,PR
"[48.898134795110415, 2.4399444081497808]",VDS,93,FR
"[48.909934266351556, 2.5075340265659927]",VSU1,93,FR
"[48.85341047870901, 2.515831873410475]",VDS,93,PR
"[48.92734849576934, 2.380590940563904]",VSU1,93,PR
"[48.9147720811261, 2.3374246341524985]",VSU1,93,PR
"[48.890452821377025, 2.326597374869057]",VSU2,75,FR
"[48.88777228951564, 2.3979398411032813]",VSU2,75,FR
"[48.856488875336254, 2.340842423899669]",VSU2,75,FR
"[48.82596457335109, 2.374013375593207]",VSU2,75,FR
"[48.98390153730752, 2.4406825441542956]",VSU1,95,PR
"[48.80526669181813, 2.554292798675532]",VSU1,94,PR
"[48.728371417502814, 2.4330754405063497]",VSU1,94,PR
"[48.72811567973047, 2.4408854614852356]",VSU1,94,PR
"[48.695332375114866, 2.525637967769455]",VSU1,91,PR
"[48.81557594352897, 3.086355133810635]",VSU2,77,PR
"[48.90364654982445, 2.191688232727579]",VDS,92,PR
"[48.95860102058907, 2.0667847931481678]",VSU2,78,FR
"[48.62352025014525, 2.5424961503271386]",VDS,77,PR
"[48.8383244123803, 2.656443930767603]",VSU1,77,PR
"[48.62740189991359, 2.5690911500865345]",VDS,77,PR
"[48.53913544316269, 2.6639281907897026]",VDS,77,PR
"[48.87438394999569, 2.5845056001034257]",VSU1,77,PR
"[48.839266453184216, 2.6575977768347774]",VDS,77,PR
"[48.86668983935098, 2.78466890264778]",VSU1,77,FR
"[48.79769746631512, 2.1352114365316757]",VSU1,78,FR
"[48.804575671566226, 2.1256856538199145]",VSU1,78,FR
"[48.782759943984104, 1.975036487237527]",VSU1,78,PR
"[48.805546761721864, 2.0687857956274964]",VSU1,78,PR
"[48.76184876054435, 2.0726047169073345]",VDS,78,PR
"[48.77448674328447, 2.0434371307927237]",VDS,78,PR
"[48.77231308335024, 2.05076911722464]",VSU1,78,PR
"[48.75845829989676, 1.9469552501347485]",VDS,78,PR
"[48.75883295075524, 2.0727666570609866]",VDS,78,PR
"[48.91688795000536, 1.9707849497156933]",VSU1,78,PR
"[48.784290647517025, 2.219211527988255]",VSU2,78,FR
"[48.785333715434106, 2.219314735717621]",VDS,78,PR
"[48.80144299803678, 2.131617287942725]",VSU1,78,FR
"[49.004925149962396, 2.1169099002217706]",VSU2,78,FR
"[48.75128589582865, 2.0678311803030898]",VDS,78,PR
"[48.75366740072773, 2.0696187284625123]",VDS,78,PR
"[48.80468635877469, 2.1309763186522437]",VDS,78,PR
"[48.931923700005264, 2.0410167499231022]",VSU1,78,FR
"[48.9329207999415, 2.0423829500631423]",VSU2,78,PR
"[49.007856232330795, 2.1168136231228982]",VSU2,78,FR
"[48.798775336293915, 2.129631703500372]",VSU1,78,FR
"[48.80435134509701, 2.130832147010442]",VDS,78,PR
"[48.763555833895786, 2.0702561183167787]",VDS,78,PR
"[48.773988357726516, 2.0450232741324994]",VDS,78,PR
"[48.786398026267136, 2.0452271745544537]",VDS,78,PR
"[48.987212204157466, 1.6748124253774814]",VDS,78,PR
"[48.808019676153364, 2.159687968624892]",VDS,78,PR
"[48.75074408315521, 2.068191385212191]",VSU1,78,PR
"[48.788750710263265, 2.0482243381327683]",VSU1,78,PR
"[48.809144770750834, 2.133670897493971]",VSU1,78,FR
"[48.98986448761799, 2.456077412167593]",VDS,95,PR
"[48.97663414978278, 2.4922095499807995]",VDS,95,PR
"[49.037564514946276, 2.1344938172031283]",VDS,95,PR
"[49.04647464833573, 2.0112350896590403]",VSU2,95,FR
"[49.035635927687366, 2.122757200666936]",VDS,95,PR
"[49.05803822779666, 2.1586198060837454]",VDS,95,PR
"[49.0337664078954, 2.1276328152544304]",VSU1,95,PR
"[48.990807143893825, 2.2227489742963353]",VSU1,95,PR
"[49.04978639985922, 2.0354776500735445]",VDS,95,PR
"[49.03677420109975, 2.080157956717661]",VDS,95,PR
"[49.049871337199455, 2.0345266154921178]",VDS,95,PR
"[48.9276400125378, 2.215533743007234]",VDS,95,PR
"[49.04992455011468, 2.0339740501623282]",VDS,95,PR
"[49.03643599406109, 2.080615146328358]",VDS,95,PR
"[48.995952173219756, 2.2280871251271406]",VSU1,95,PR
"[49.063861277762584, 2.0888404093574304]",VDS,95,PR
"[49.03191855867992, 2.0747387528294703]",VSU1,95,PR
"[49.03359976119545, 2.0808130238965385]",VDS,95,FR
"[49.034510367790645, 2.082412338998686]",VSU1,95,PR
"[48.62351204049802, 2.4342204297910954]",VDS,91,PR
"[48.6269954499659, 2.42835189982037]",VDS,91,PR
"[48.63003931120003, 2.4287223425954627]",VDS,91,PR
"[48.63015245031119, 2.4397822502007207]",VDS,91,PR
"[48.63121447618729, 2.428731184935313]",VDS,91,PR
"[48.636680872664186, 2.406569005377615]",VDS,91,PR
"[48.63819372541158, 2.4051727259610605]",VDS,91,PR
"[48.636730389068646, 2.4097066002001495]",VDS,91,PR
"[48.63634649987693, 2.4103509002239027]",VDS,91,PR
"[48.636999046633996, 2.430004878874963]",VDS,91,PR
"[48.614505290532065, 2.4341617771015223]",VDS,91,PR
"[48.63714069317984, 2.4119403851084917]",VDS,91,PR
"[48.73610199557175, 2.237173864007863]",VSU1,91,PR
"[48.6284665217907, 2.4160150871886246]",VDS,91,PR
"[48.68731101497, 2.3811774884266397]",VDS,91,PR
"[48.72108908515846, 2.2516707886412854]",VDS,91,PR
"[48.62088779620506, 2.427376370585575]",VDS,91,PR
"[48.62587679991024, 2.361209249707144]",VDS,91,PR
"[48.70845075018799, 2.2511338999595694]",VSU1,91,FR
"[48.64366075113914, 2.431006738563004]",VSU1,91,PR
"[48.72078624949162, 2.2546599399942773]",VDS,91,PR
"[48.68165587267535, 2.533075243418199]",VDS,91,PR
"[48.70191120416462, 2.1673738291306637]",VDS,91,PR
"[48.614693849877106, 2.4342292998923365]",VDS,91,PR
"[48.723113708933, 2.2420341220372095]",VDS,91,PR
"[48.622847150311564, 2.427771349668091]",VDS,91,PR
"[48.72529762529925, 2.2609285820156897]",VDS,91,PR
"[48.714897935466816, 2.372829240883438]",VSU1,91,PR
"[48.70346587932006, 2.174597147728715]",VDS,91,PR
"[48.73052711573286, 2.154918388661345]",VDS,91,PR
"[48.68343570863043, 2.3376084249979434]",VDS,91,PR
"[48.71376650025982, 2.1893509497865575]",VDS,91,PR
"[48.71248384983585, 2.1756993499450914]",VDS,91,PR
"[48.586485574618564, 2.245572129008259]",VDS,91,PR
"[48.68953991612755, 2.386916777418129]",VSU1,91,PR
"[48.68980384565876, 2.386281816010309]",VSU1,91,PR
"[48.624297444872596, 2.360418014679578]",VDS,91,PR
"[48.626378067557106, 2.361201174258546]",VDS,91,PR
"[48.651248399729745, 2.3831248996944208]",VDS,91,PR
"[48.68961574990293, 2.3866762500589394]",VSU1,91,PR
"[48.71187189985431, 2.172513499798242]",VDS,91,PR
"[48.69133458675715, 2.3762342309031697]",VSU1,91,PR
"[48.723340849803705, 2.25809220030746]",VDS,91,PR
"[48.72364314994748, 2.2584847497214744]",VDS,91,PR
"[48.71424674992358, 2.371805150187583]",VSU1,91,PR
"[48.711752149913316, 2.166971921778484]",VDS,91,PR
"[48.71532009977883, 2.17777265013774]",VDS,91,PR
"[48.71054075330462, 2.157744686980903]",VDS,91,PR
"[48.68472689946282, 2.193503050875135]",VSU1,91,PR
"[48.896607177009805, 2.2216979739501945]",VSU2,92,PR
"[48.825696470272455, 2.273394038274607]",VSU1,92,PR
"[48.88525251789806, 2.258643890730404]",VSU1,92,PR
"[48.8945207086232, 2.2981429333519254]",VSU2,92,FR
"[48.911431788337204, 2.308700443730216]",VSU1,92,PR
"[48.92068096703925, 2.2526430978713825]",VSU1,92,FR
"[48.89201596626596, 2.2690719299120032]",VSU1,92,FR
"[48.92313260250301, 2.2545453776805973]",VDS,92,FR
"[48.91429372060179, 2.2958747647389806]",VSU2,92,PR
"[48.84099372316349, 2.2283882880786474]",VSU1,92,PR
"[48.89754257745907, 2.29502480875909]",VSU2,92,FR
"[48.89385092027554, 2.2916775596662315]",VSU1,92,FR
"[48.83944130001231, 2.231168650163113]",VSU1,92,FR
"[48.811122393512186, 2.1916497891569966]",VSU1,92,FR
"[48.81243348211221, 2.3011638899726603]",VDS,92,FR
"[48.886825163122126, 2.248650626885509]",VSU1,92,PR
"[48.9227961008462, 2.2525713100367435]",VSU1,92,FR
"[48.80968590002052, 2.189402549737906]",VSU1,92,FR
"[48.88671439988606, 2.1731499000978536]",VSU1,92,FR
"[48.901248203177786, 2.307755732930647]",VSU1,92,FR
"[48.90320005749863, 2.3060408071714926]",VSU1,92,FR
"[48.80973850001802, 2.189517099984215]",VSU1,92,FR
"[48.898574523190454, 2.3100428688189476]",VSU1,92,FR
"[48.81716053145075, 2.3256684514910315]",VDS,92,FR
"[48.82506488755401, 2.2738600353977136]",VSU1,92,PR
"[48.89336147958218, 2.2996465152819603]",VSU2,92,FR
"[48.868153293096235, 2.2251536248740864]",VDS,92,PR
"[48.91562734006215, 2.2951001785257072]",VSU2,92,PR
"[48.91573929991523, 2.2950713001504246]",VSU2,92,PR
"[48.90165264988632, 2.3074043000684403]",VSU1,92,FR
"[48.819095728271506, 2.325688769121456]",VDS,92,FR
"[48.86784347932949, 2.2260941580689746]",VSU1,92,FR
"[48.89926348879279, 2.2934805429476968]",VSU2,92,FR
"[48.819672576156975, 2.310536225673952]",VSU1,92,FR
"[48.898563448635294, 2.2137645788420004]",VDS,92,FR
"[48.82389552289634, 2.2975171229169296]",VSU1,92,FR
"[48.92364571243457, 2.248674910410748]",VSU1,92,FR
"[48.77369081924352, 2.437087660105853]",VDS,94,PR
"[48.79943680015444, 2.467422999621789]",VDS,94,PR
"[48.7528167675378, 2.3765889761355394]",VDS,94,PR
"[48.79974469969438, 2.4700211000937307]",VDS,94,PR
"[48.812897077912034, 2.3873410445142]",VSU1,94,PR
"[48.763534800522855, 2.4029648504427956]",VDS,94,PR
"[48.765209305465866, 2.345720750797245]",VDS,94,PR
"[48.758463901190396, 2.343843199282072]",VDS,94,PR
"[48.80577004993411, 2.4223896496126818]",VSU1,94,PR
"[48.7744084105343, 2.4390631890075656]",VDS,94,PR
"[48.81585982500719, 2.360512641595164]",VDS,94,FR
"[48.80374706262641, 2.324883564586036]",VDS,94,FR
"[48.7957955565171, 2.462916487412934]",VSU1,94,PR
"[48.80866774487097, 2.5093779402771204]",VSU1,94,PR
"[48.789679420313, 2.4524305710330743]",VDS,94,PR
"[48.758669129841266, 2.3939726194987254]",VDS,94,PR
"[48.77437968859678, 2.4438796068042627]",VDS,94,PR
"[48.77318206105771, 2.4948846351349183]",VDS,94,PR
"[48.80505213963802, 2.471442384892967]",VSU1,94,PR
"[48.76630159907813, 2.4743758801346716]",VDS,94,PR
"[48.768605713697, 2.4476526946994936]",VDS,94,PR
"[48.80975277852618, 2.32151303368549]",VDS,94,FR
"[48.77323155319291, 2.5062858345233763]",VDS,94,PR
"[48.81025465354153, 2.3891260023108316]",VSU1,94,PR
"[48.84450679329252, 2.439267486826583]",VSU1,94,FR
"[48.766393749907806, 2.4122717999536576]",VDS,94,PR
"[48.77682159854231, 2.4417574918227483]",VDS,94,PR
"[48.75930040438549, 2.368710606272126]",VSU1,94,PR
"[48.80106211944738, 2.402272602304287]",VDS,94,PR
"[48.758827121927894, 2.344695215580502]",VDS,94,PR
"[48.75361875029121, 2.3403250497113093]",VDS,94,PR
"[48.76734744991103, 2.4493665999886507]",VDS,94,PR
"[48.81848325764407, 2.3975691744445853]",VDS,94,PR
"[48.75410636382979, 2.341667957060823]",VDS,94,PR
"[48.79111080817257, 2.3937353432610733]",VSU1,94,PR
"[48.759442904722526, 2.3698202299997315]",VDS,94,PR
"[48.809511458952464, 2.3257398270142606]",VDS,94,FR
"[48.81893094998961, 2.397046100097497]",VDS,94,PR
"[48.77006620722272, 2.4249786838513687]",VDS,94,PR
"[48.8190789320764, 2.396875003959385]",VDS,94,PR
"[48.773122285897344, 2.4964867121318544]",VDS,94,PR
"[48.76553090476538, 2.478244242805138]",VDS,94,PR
"[48.82307158786978, 2.4945072233797125]",VSU1,94,FR
"[48.828072763262256, 2.3721365059896726]",VSU1,75,FR
"[48.86524069126059, 2.3432979460317513]",VSU1,75,FR
"[48.90010965029057, 2.3702625004024305]",VSU1,75,FR
"[48.85152370388831, 2.337765189278569]",VSU1,75,FR
"[48.83997548240309, 2.3216553082801012]",VSU1,75,FR
"[48.85757975303096, 2.379889208677442]",VSU1,75,FR
"[48.84194376387991, 2.3679358467619815]",VSU1,75,FR
"[48.85729166296676, 2.349878787041817]",VSU1,75,FR
"[48.86609524597581, 2.339704212275159]",VSU1,75,FR
"[48.86487129199768, 2.300832728593344]",VDS,75,FR
"[48.8647608537582, 2.310331196016173]",VSU2,75,FR
"[48.86330004241508, 2.2963632854067106]",VDS,75,FR
"[48.87864728548332, 2.298588334319937]",VSU1,75,FR
"[48.88362216799785, 2.288428743646004]",VDS,75,FR
"[48.88230325122567, 2.327129597419006]",VSU1,75,FR
"[48.85062220094016, 2.279541059722191]",VDS,75,FR
"[48.833443152677916, 2.309630905994921]",VSU1,75,FR
"[48.884804986298874, 2.3945443908535986]",VDS,75,FR
"[48.84612839941461, 2.2777535125796984]",VSU1,75,FR
"[48.839346746155094, 2.3772087918724276]",VDS,75,FR
"[48.88057112995275, 2.3618292400395435]",VSU1,75,FR
"[48.84600683774765, 2.2773864118382674]",VSU1,75,FR
"[48.86567893442655, 2.399532714490331]",VSU1,75,PR
"[48.857378548282625, 2.3806901013503796]",VSU1,75,FR
"[48.83932512123817, 2.2683769692052174]",VDS,75,FR
"[48.86274524541398, 2.310427824444394]",VSU2,75,FR
"[48.87284420159616, 2.3100538722795414]",VSU1,75,FR
"[48.87469751735143, 2.3238751027509115]",VSU1,75,FR
"[48.86046177183899, 2.367379991986724]",VDS,75,FR
"[48.848155522622406, 2.3970371121021254]",VSU1,75,FR
"[48.892619720738494, 2.362624889942512]",VSU2,75,FR
"[48.8997271868416, 2.3707009101622982]",VSU2,75,FR
"[48.862054638117534, 2.3347888756569404]",VSU1,75,PR
"[48.86945976463717, 2.3536243651185687]",VSU1,75,FR
"[48.8465297625988, 2.340914094890929]",VSU1,75,FR
"[48.85160495740701, 2.3270144087095197]",VSU1,75,FR
"[48.83896595120402, 2.3366550144673957]",VDS,75,FR
"[48.84155092921717, 2.377408250620091]",VSU1,75,FR
"[48.835693798759976, 2.3860874535394667]",VSU1,75,FR
"[48.89229499282045, 2.3456007263112633]",VSU1,75,FR
"[48.861189939099724, 2.31497902113285]",VSU2,75,FR
"[48.89295424853331, 2.374202956746993]",VSU1,75,FR
"[48.874363570314685, 2.318483335536087]",VSU1,75,FR
"[48.84040898679993, 2.264411766822801]",VSU1,75,FR
"[48.877201074106665, 2.328954313736793]",VSU1,75,FR
"[48.844169724786106, 2.3727112654350466]",VDSC,75,FR
"[48.88305303213635, 2.30246230664604]",VDS,75,FR
"[48.89346058238421, 2.34810847058239]",VDS,75,FR
"[48.83739356329467, 2.2827171964713413]",VSU1,75,FR
"[48.85670340087761, 2.346793354729584]",VDSC,75,FR
"[48.84541250717027, 2.2556417598106955]",VSU1,75,FR
"[48.83879560566271, 2.260188108339158]",VSU1,75,FR
"[48.84698429930562, 2.360741339629841]",VSU1,75,FR
"[48.878785447764706, 2.356825293893377]",VSU1,75,FR
"[48.84316804452017, 2.370279446768103]",VSU1,75,FR
"[48.869636289750005, 2.352806141339834]",VSU1,75,FR
"[48.84909595205289, 2.370914269627889]",VDSC,75,FR
"[48.8415384007629, 2.2989831599449237]",VSU1,75,FR
"[48.85649388188471, 2.271787240117743]",VSU1,75,FR
"[48.89654056551957, 2.3706182819225505]",VDS,75,FR
"[48.883390242086655, 2.326766135548933]",VSU1,75,FR
"[48.84253018249822, 2.329422577373029]",VDS,75,FR
"[48.84062067535453, 2.3217476971853044]",VDS,75,FR
"[48.838529973435044, 2.3409205626912266]",VDS,75,PR
"[48.844702689462025, 2.3187623037534086]",VSU1,75,FR
"[48.83273514534355, 2.288420909963756]",VSU1,75,FR
"[48.89103978776005, 2.3605777939166566]",VSU1,75,PR
"[48.845450682820456, 2.3678563408955218]",VDS,75,FR
"[48.89733741313919, 2.337875252304311]",VSU1,75,FR
"[48.81958860081957, 2.3435271096884094]",VSU1,75,FR
"[48.8709171507423, 2.331929260127309]",VSU1,75,FR
"[48.864006498648955, 2.3549573529940635]",VSU1,75,PR
"[48.846526277526664, 2.3795613554711097]",VSU1,75,FR
"[48.86917450618936, 2.3549230058304365]",VSU1,75,FR
"[48.87366152413337, 2.3894309013622435]",VSU1,75,FR
"[48.839852114154965, 2.3157178614713785]",VSU1,75,PR
"[48.87301540008202, 2.343065870242244]",VSU1,75,FR
"[48.8349370666929, 2.3053467589168184]",VSU2,75,FR
"[48.847881975957556, 2.2695126870091094]",VSU1,75,FR
"[48.86670690949734, 2.3816715965076085]",VSU1,75,FR
"[48.847617393122526, 2.3409232436666354]",VDSC,75,PR
"[48.85622531568019, 2.3465001082753054]",VDSC,75,FR
"[48.84848681702617, 2.328289061487446]",VSU1,75,FR
"[48.875624619632084, 2.3233530817498345]",VSU1,75,FR
"[48.873682507331715, 2.3100859073880664]",VSU1,75,PR
"[48.8236203020216, 2.3271043195587398]",VDS,75,PR
"[48.86703905327889, 2.3064721234569787]",VSU2,75,FR
"[48.875743542412394, 2.343414702501466]",VSU1,75,FR
"[48.86648899827385, 2.338015362441792]",VSU1,75,FR
"[48.84895960939536, 2.371987199209031]",VSU1,75,PR
"[48.8427961491223, 2.327140164501055]",VDS,75,PR
"[48.83615657505555, 2.3498669211275587]",VSU1,75,FR
"[48.85092865627505, 2.3305184405911596]",VSU1,75,FR
"[48.842091913549886, 2.3008901888818962]",VSU1,75,FR
"[48.874470467031706, 2.314462342322815]",VSU1,75,PR
"[48.87405902169606, 2.3167119111930408]",VSU1,75,FR
"[48.826382204058646, 2.3617615238661993]",VSU1,75,FR
"[48.83432445944485, 2.2908835563366483]",VSU1,75,FR
"[48.84530344086448, 2.332361757128012]",VSU1,75,FR
"[48.8276814652638, 2.3416096260066337]",VSU1,75,PR
"[48.83474697972925, 2.2562777843302824]",VDS,92,FR
"[48.88421617007473, 2.3309300992536093]",VDS,75,FR
"[48.83797966434112, 2.3903950918799866]",VSU1,75,FR
"[48.843414959879894, 2.373966294178284]",VDSC,75,FR
"[48.83597895105404, 2.3866152643330447]",VDS,75,FR
"[48.85947075917246, 2.336585947372358]",VSU1,75,PR
"[48.88391305349663, 2.3391994623328713]",VSU2,75,FR
"[48.879567652161825, 2.3572114695837167]",VDSC,75,FR
"[48.886113041546814, 2.3974164917306124]",VSU1,75,PR
"[48.82613246638879, 2.356240051608155]",VSU1,75,FR
"[48.872231054657014, 2.3915305852175988]",VSU1,75,FR
"[48.882228091929775, 2.3507429342013664]",VDS,75,PR
"[48.86935650321067, 2.3377315840228534]",VSU1,75,FR
"[48.873855880603756, 2.32633678801353]",VSU1,75,FR
"[48.854326490884546, 2.2691775148529]",VSU1,75,FR
"[48.847303134087745, 2.3716640264241153]",VSU1,75,PR
"[48.86262834596852, 2.3357599900331953]",VSU1,75,PR
"[48.86093750125103, 2.340841864460543]",VSU1,75,FR
"[48.865628852060745, 2.3344538193217113]",VDS,75,FR
"[48.87142731720359, 2.331217368919825]",VDSC,75,FR
"[48.86039843187206, 2.3320131556051837]",VSU1,75,PR
"[48.858636909794974, 2.3482920924589603]",VSU1,75,PR
"[48.86753590664059, 2.346538610870217]",VSU1,75,FR
"[48.88592990192983, 2.2926728199447552]",VSU1,75,PR
"[48.895822351356856, 2.3461609145945768]",VDS,75,FR
"[48.891639356355455, 2.349168893488931]",VSU1,75,FR
"[48.87679876711012, 2.3474728240874962]",VSU1,75,FR
"[48.843990066352326, 2.364105648783546]",VSU1,75,PR
"[48.840621901950705, 2.337127336447031]",VDS,75,FR
"[48.85308986032273, 2.336038408807029]",VSU1,75,PR
"[48.88235408460972, 2.286357256682094]",VSU1,75,FR
"[48.871572391566104, 2.3555183009901017]",VSU1,75,PR
"[48.84798480189343, 2.371360019499348]",VSU1,75,PR
"[48.87741769742866, 2.393278501308313]",VSU1,75,FR
"[48.897132609367155, 2.370930090989933]",VSU1,75,FR
"[48.89813161399949, 2.3710555107738323]",VSU1,75,FR
"[48.8431826514945, 2.3743715648458874]",VDSC,75,FR
"[48.8941997907265, 2.3594659984719435]",VSU1,75,FR
"[48.86420843580304, 2.300251184370535]",VSU1,75,FR
"[48.84133034141681, 2.317489962317498]",VSU1,75,FR
"[48.882246319748276, 2.286197874332486]",VSU1,75,FR
"[48.886486036424174, 2.284494617477108]",VSU2,92,FR
"[48.886044551114885, 2.2925029689038507]",VSU1,75,PR
"[48.84404580241794, 2.302336263234683]",VSU1,75,FR
"[48.831791963939104, 2.3405593218343164]",VSU1,75,FR
"[48.886753843188515, 2.35961396900465]",VSU1,75,FR
"[48.821117300809036, 2.3254905099790903]",VSU1,75,PR
"[48.87597990083816, 2.3400709597570417]",VSU1,75,FR
"[48.854961950969624, 2.3065427594408447]",VSU1,75,FR
"[48.88637740098269, 2.3595417101318494]",VSU1,75,FR
"[48.88742305945804, 2.3597752965139573]",VSU1,75,FR
"[48.84004220739691, 2.6608166499031403]",VSU1,77,PR
"[48.830711850113524, 2.3548696604399812]",VSU1,75,FR
"[48.55704363858594, 2.6387137330901007]",VSU1,77,PR
"[48.87777763801021, 2.4089110389164357]",VDS,75,FR
"[48.55006578753049, 2.639836191404629]",VSU1,77,PR
"[48.88626610088627, 2.3475412098090365]",VSU1,75,FR
"[48.62726010733011, 2.569134108312805]",VDS,77,PR
"[48.83197090157217, 2.339897664895374]",VSU1,75,FR
"[48.6275546996755, 2.569035250026814]",VDS,77,PR
"[48.89965141078864, 2.3875552280503882]",VSU1,75,PR
"[48.83630400021577, 2.708762450027108]",VDS,77,PR
"[48.8569996760659, 2.324526005908843]",VDSC,75,FR
"[48.865551478252385, 2.7831743702769067]",VDS,77,PR
"[48.84410555106666, 2.3640722144611734]",VSU1,75,PR
"[48.89674905011499, 2.095936249608286]",VSU1,78,PR
"[48.84978978123616, 2.357870155589087]",VSU2,75,FR
"[48.79057359706296, 2.04217245976704]",VDS,78,PR
"[48.84742680224147, 2.3407998193562207]",VDSC,75,PR
"[48.79259466674668, 2.0434144427723586]",VDS,78,PR
"[48.85103386160378, 2.3429169912415526]",VDSC,75,FR
"[48.80326263972155, 2.130255749274126]",VDS,78,PR
"[48.84372440174606, 2.373447764602701]",VDSC,75,FR
"[48.77513055856357, 2.0407405310370192]",VDS,78,PR
"[48.840503948560794, 2.4386742702398956]",VSU1,75,FR
"[48.80555465833741, 2.1409525603301205]",VSU1,78,PR
"[48.876212309749576, 2.3347969739831487]",VSU2,75,FR
"[48.80564952791538, 2.141646698212797]",VSU1,78,PR
"[48.877443615523525, 2.4078177995395693]",VDS,75,FR
"[48.74590475024014, 2.11315805005401]",VSU2,78,FR
"[48.87724615077566, 2.3927109599928533]",VSU1,75,FR
"[48.9328432500525, 2.042233350089077]",VSU2,78,PR
"[48.84214499429739, 2.3763060583301185]",VDSC,75,FR
"[48.76837504215903, 2.062617518529298]",VDS,78,PR
"[48.822656104232095, 2.32537196854156]",VDS,75,PR
"[48.77096471005724, 2.0558731558480017]",VDS,78,PR
"[48.845803892744875, 2.3737613006448046]",VSU1,75,FR
"[48.98344971940546, 1.716280016570236]",VSU1,78,PR
"[48.87241125546462, 2.3294468739036223]",VDSC,75,FR
"[48.828509000374616, 2.11802187323734]",VSU1,78,PR
"[48.85791484404394, 2.349589250373051]",VSU1,75,PR
"[48.7607564193594, 2.05997971204411]",VSU1,78,PR
"[48.860527151393285, 2.3421226645293975]",VSU1,75,PR
"[48.78255898150608, 2.0458157509064394]",VDS,78,PR
"[48.86027960085924, 2.340515960043547]",VSU1,75,FR
"[48.77534653100376, 2.091776017749054]",VSU1,78,FR
"[48.85958223975457, 2.3401567772740033]",VSU1,75,FR
"[48.81688901680097, 2.1343115178623004]",VSU2,78,FR
"[48.86036073346739, 2.3418099654315525]",VSU2,75,FR
"[49.03562074221158, 2.081746960566122]",VDS,95,PR
"[48.836415022277315, 2.350674357327932]",VSU1,75,FR
"[49.00638070218586, 2.017205885420729]",VSU1,95,PR
"[48.8232894386456, 2.3202334921442644]",VSU2,75,FR
"[49.03624123118463, 2.0809151922823608]",VDS,95,PR
"[48.82082425267339, 2.3210830297580562]",VSU1,75,FR
"[49.02818095437429, 2.0660769284575045]",VSU1,95,FR
"[48.85695880114412, 2.3505242596868925]",VSU1,75,FR
"[49.01118153977657, 2.0498759365474717]",VSU1,95,PR
"[48.85813049722001, 2.351744475446454]",VSU1,75,PR
"[49.03357852273626, 2.1281093057991494]",VDS,95,PR
"[48.88918875679619, 2.3958238499250277]",VSU1,75,PR
"[49.0611601803704, 2.065913774453654]",VSU1,95,FR
"[48.8891747516499, 2.396069569455136]",VSU1,75,PR
"[49.0499867770552, 2.0333849308551795]",VDS,95,PR
"[48.84733490232023, 2.3753318245041433]",VSU1,75,PR
"[48.94783687953623, 2.2512560024256447]",VDS,95,FR
"[48.83095337660204, 2.3775090724334573]",VSU1,75,FR
"[48.922668272295226, 2.2176774849841294]",VDS,95,PR
"[48.83248223131112, 2.312200254745757]",VSU1,75,FR
"[49.04737915558507, 2.0094693956611627]",VSU2,95,FR
"[48.87658975180198, 2.4078955693750563]",VSU1,75,PR
"[49.046997549584034, 2.0101165502886134]",VSU2,95,FR
"[48.86576264517438, 2.411828813645008]",VSU1,75,PR
"[49.05101909968849, 2.1330763997560775]",VSU1,95,FR
"[48.845172351236265, 2.319927164704628]",VDS,75,FR
"[48.96858943927431, 2.195804653302724]",VSU1,95,PR
"[48.82133890095579, 2.3696526093804655]",VSU1,75,FR
"[49.036074481139146, 2.0811304922284823]",VDS,95,PR
"[48.841825358689675, 2.3296357501398006]",VDS,75,FR
"[49.033222267319545, 2.128789573148154]",VDS,95,PR
"[48.87718190185967, 2.4098674696580527]",VSU1,75,PR
"[49.060765997846175, 2.0904706699872633]",VDS,95,FR
"[48.86153736785431, 2.302184391544561]",VSU2,75,FR
"[49.04995111888904, 2.0337184018812797]",VDS,95,PR
"[48.84409005125121, 2.3232061146205174]",VDS,75,FR
"[49.05180151379909, 2.132147563367796]",VSU1,95,FR
"[48.84740467068889, 2.387270962364601]",VSU1,75,FR
